num_pages_with_shareholder_proposal,Filename,Date Filed,CIK,Form Type,Company Name,pattern_type,occurrence_begin,occurrence_end,diversity
10,edgar/data/60667/0001193125-16-536350.txt,2016-04-11,60667,DEF 14A,LOWES COMPANIES INC,Without resolved,proposals lowe s board of directors recommends you vote for all of the nominees listed in item 1 and,lowe s board of directors recommends you vote against items 5 and 6. for against abstain 5. proposal,0
9,edgar/data/72903/0001193125-16-529536.txt,2016-04-04,72903,DEF 14A,XCEL ENERGY INC,With resolved,proposal no. 2 advisory vote on compensation recommendation and background our board recognizes that,nsider shareholders to have approved our executive compensation if the shares voted for the proposal,0
17,edgar/data/732834/0001193125-16-532741.txt,2016-04-07,732834,DEF 14A,"CONTINENTAL RESOURCES, INC",Without resolved,proposal 2: ratification of selection of independent registered public accounting firm 41 general 41,n of grant thornton llp grant thornton page 41 for consideration of up to three shareholder proposal,1
17,edgar/data/732834/0001193125-16-532741.txt,2016-04-07,732834,DEF 14A,"CONTINENTAL RESOURCES, INC",Without resolved,"proposal after careful consideration, and for the reasons set forth below, the board opposes the pro",ny and its shareholders. the board recommends the shareholders vote against the shareholder proposal,1
17,edgar/data/732834/0001193125-16-532741.txt,2016-04-07,732834,DEF 14A,"CONTINENTAL RESOURCES, INC",Without resolved,"proposal after careful consideration, and for the reasons set forth below, the board opposes the pro"," of corporate resources. the board recommends the shareholders vote against the shareholder proposal",0
17,edgar/data/732834/0001193125-16-532741.txt,2016-04-07,732834,DEF 14A,"CONTINENTAL RESOURCES, INC",Without resolved,"proposal after careful consideration, and for the reasons set forth below, the board opposes the pro"," company s shareholders. the board recommends the shareholders vote against the shareholder proposal",0
17,edgar/data/732834/0001193125-16-532741.txt,2016-04-07,732834,DEF 14A,"CONTINENTAL RESOURCES, INC",Without resolved,"proposal. if there is no quorum, a majority of the shares entitled to vote at the annual meeting or ","fiscal year ending december 31, 2016 item 2 on the proxy card ; and against the shareholder proposal",0
8,edgar/data/75488/0001308179-16-000333.txt,2016-04-11,75488,DEF 14A,PACIFIC GAS & ELECTRIC Co,Without resolved,"proposal, the compensation committee and members of management will investigate the reasons for disa",pg e corporation and pacific gas and electric company unanimously recommend a vote for this proposal,0
8,edgar/data/75488/0001308179-16-000333.txt,2016-04-11,75488,DEF 14A,PACIFIC GAS & ELECTRIC Co,Without resolved,proposal 3 advisory vote on executive compensation for this proposal the utility s shareholders will,he independent auditor for this proposal 3 advisory vote on executive compensation for this proposal,0
13,edgar/data/764180/0001193125-16-533005.txt,2016-04-07,764180,DEF 14A,"ALTRIA GROUP, INC.",With resolved,proposal set forth below. the company is not responsible for the content of the shareholder proposal,contents proposals requiring your vote the board recommends a vote against this shareholder proposal,0
12,edgar/data/791519/0001206774-16-005589.txt,2016-04-26,791519,DEF 14A,STAPLES INC,With resolved,proposal regarding accelerated vesting of equity awards item 4 on the proxy card the following share,board s statement in opposition the board unanimously recommends that you vote against this proposal,0
12,edgar/data/791519/0001206774-16-005589.txt,2016-04-26,791519,DEF 14A,STAPLES INC,With resolved,proposals shareholder proposal regarding special shareholder meetings item 5 on the proxy card the f,board s statement in opposition the board unanimously recommends that you vote against this proposal,0
10,edgar/data/798354/0001193125-16-530795.txt,2016-04-05,798354,DEF 14A,FISERV INC,With resolved,"proposal. the shareholder s name, address and number of shares of common stock held may be obtained ",believes no further action is needed and that the form of proxy access that the shareholder proposal,0
13,edgar/data/798783/0001193125-16-551150.txt,2016-04-22,798783,DEF 14A,UNIVERSAL HEALTH REALTY INCOME TRUST,With resolved,"proposal has provided the proposal and supporting statement, which is set forth below. the board opp",opposition to proposal no. 5: our board of trustees recommends a vote against the foregoing proposal,0
6,edgar/data/819913/0001144204-16-095969.txt,2016-04-25,819913,DEF 14A,HALLMARK FINANCIAL SERVICES INC,,,,
7,edgar/data/822416/0001193125-16-528506.txt,2016-04-04,822416,DEF 14A,PULTEGROUP INC/MI/,With resolved,proposal gives our shareholders the opportunity to express their views on the overall compensation o,g to the compensation of our named executive officers as disclosed in this proxy statement. proposal,0
7,edgar/data/822416/0001193125-16-528506.txt,2016-04-04,822416,DEF 14A,PULTEGROUP INC/MI/,With resolved,"proposal five the southwest regional council of carpenters pension fund, 101 constitution avenue, n.",jority vote standard. the board of directors recommends that shareholders vote against this proposal,0
16,edgar/data/875320/0000875320-16-000074.txt,2016-04-29,875320,DEF 14A,VERTEX PHARMACEUTICALS INC / MA,With resolved,"proposal, which gives you as a shareholder the opportunity to endorse or not endorse our 2015 execut",of the votes cast in person or by proxy on this matter is required for the approval of this proposal,0
16,edgar/data/875320/0000875320-16-000074.txt,2016-04-29,875320,DEF 14A,VERTEX PHARMACEUTICALS INC / MA,With resolved,proposal.shareholder proposal and supporting statementproposalthe city of philadelphia public employ," shareholder proposal no. 2our board of directors recommends a vote against the shareholder proposal",0
8,edgar/data/884887/0001193125-16-535457.txt,2016-04-08,884887,DEF 14A,ROYAL CARIBBEAN CRUISES LTD,With resolved,"proposal robert l. kurte and harold kurte, 2701 edgewater court, weston, florida 33332 3403, shareho",ard recommendation the board makes no voting recommendation with respect to the shareholder proposal,0
11,edgar/data/886158/0001171843-16-010393.txt,2016-05-31,886158,DEF 14A,BED BATH & BEYOND INC,With resolved,"proposal, commonly known as a say on pay proposal, gives the company s shareholders the opportunity ",company s named executive officers for fiscal 2015 as disclosed in this proxy statement. 17 proposal,0
11,edgar/data/886158/0001171843-16-010393.txt,2016-05-31,886158,DEF 14A,BED BATH & BEYOND INC,With resolved,proposal 4 shareholder proposal regarding proxy access bylaws we have been notified that the followi,ge shareholders to vote for this proposal. the board of directors recommends a vote against proposal,0
11,edgar/data/886158/0001171843-16-010393.txt,2016-05-31,886158,DEF 14A,BED BATH & BEYOND INC,With resolved,proposal. 45 proposal 5 shareholder proposal regarding an equity retention policy for senior executi,ge shareholders to vote for this proposal. the board of directors recommends a vote against proposal,0
11,edgar/data/886158/0001171843-16-010393.txt,2016-05-31,886158,DEF 14A,BED BATH & BEYOND INC,With resolved,proposal. 47 proposal 6 shareholder proposal regarding shareholder approval of certain future severa,"bonus, then please vote for this proposal. the board of directors recommends a vote against proposal",0
6,edgar/data/891166/0001193125-16-569336.txt,2016-04-29,891166,DEF 14A,"UNIVERSAL INSURANCE HOLDINGS, INC.",,,,
12,edgar/data/895126/0001193125-16-535552.txt,2016-04-08,895126,DEF 14A,CHESAPEAKE ENERGY CORP,With resolved,proposal relating to policy on using proved reserves metrics to determine executive compensation the,of directors statement in opposition to proposal 6 the board recommends a vote against this proposal,0
12,edgar/data/895126/0001193125-16-535552.txt,2016-04-08,895126,DEF 14A,CHESAPEAKE ENERGY CORP,With resolved,"proposal set forth below at the meeting. resolution whereas, we believe full disclosure of chesapeak",of directors statement in opposition to proposal 7 the board recommends a vote against this proposal,0
8,edgar/data/910073/0001193125-16-561905.txt,2016-04-28,910073,DEF 14A,NEW YORK COMMUNITY BANCORP INC,With resolved,proposal is not endorsed by the company or the board of directors and neither the company nor the bo,pany s statement in opposition the board of directors unanimously recommends a vote against proposal,0
11,edgar/data/912463/0001047469-16-013465.txt,2016-05-27,912463,DEF 14A,GUESS INC,With resolved,proposal and supporting statement quoted below were submitted by the teamster affiliates pension pla,"ideration, the board of directors unanimously recommends that shareholders vote against the proposal",0
11,edgar/data/912463/0001047469-16-013465.txt,2016-05-27,912463,DEF 14A,GUESS INC,With resolved,"proposal and supporting statement quoted below were submitted by the marco consulting group trust i,","ideration, the board of directors unanimously recommends that shareholders vote against the proposal",0
7,edgar/data/912752/0000912752-16-000026.txt,2016-04-29,912752,DEF 14A,SINCLAIR BROADCAST GROUP INC,With resolved,proposal 5: shareholder proposal relating to sustainability reporting the company has been advised t,"below, the board of directors unanimously recommends that you vote against this shareholder proposal",2
11,edgar/data/91576/0001193125-16-531567.txt,2016-04-06,91576,DEF 14A,KEYCORP /NEW/,Without resolved,proposals for the annual meeting proposal page board recommendation 1. election of directors you are,y solicitation 72 attending the annual meeting 72 additional information 73 proxy statement proposal,0
11,edgar/data/91576/0001193125-16-531567.txt,2016-04-06,91576,DEF 14A,KEYCORP /NEW/,Without resolved,proposal one: election of directors the interplay of the candidate s expertise and professional busi,rector nominees identified on the following pages. 3 table of contents 2016 proxy statement proposal,1
11,edgar/data/91576/0001193125-16-531567.txt,2016-04-06,91576,DEF 14A,KEYCORP /NEW/,Without resolved,proposal two: ratification of independent auditor the audit committee of the board of directors of k,s that our shareholders vote for the ratification of this appointment. 62 table of contents proposal,0
11,edgar/data/91576/0001193125-16-531567.txt,2016-04-06,91576,DEF 14A,KEYCORP /NEW/,Without resolved,"proposals for inclusion in proxy materials related to executive compensation. however, as described "," meeting. the board of directors unanimously recommends that our shareholders vote for this proposal",0
